,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
2556,1418601899113160706,1418601899113160706,2021-07-23 21:30:23 India Standard Time,2021-07-23,21:30:23,530,476291550,gappstips,Workspace Tips,,Here's how to see all the Drive files and folders modified in the last 7 days 📆  https://t.co/md1Vx7JndC  #GoogleDrive #googleforeducation #GoogleWorkspace #wfh #wfhtips  https://t.co/IN98To87ki,en,[],['https://bit.ly/2MdcmDi'],['https://pbs.twimg.com/media/E6_i6OoXEAcXJHl.png'],0,0,0,"['googledrive', 'googleforeducation', 'googleworkspace', 'wfh', 'wfhtips']",[],https://twitter.com/gAppsTips/status/1418601899113160706,False,,1,https://pbs.twimg.com/media/E6_i6OoXEAcXJHl.png,,,,,,,[],,,,,Neutral
2558,1418600288127098884,1418600288127098884,2021-07-23 21:23:59 India Standard Time,2021-07-23,21:23:59,530,617348948,ttech_uk,T-Tech,,"Are you prepared for the world of #hybridworking?   Here’s some top #tips on how to find the middle ground between home &amp; #office life, especially when it comes to #hybrid meetings. 👇  #WFH #IT #Tech #fridayfeeling  https://t.co/XeQrcHtplQ",en,[],['https://hubs.ly/H0SxH5r0'],[],0,0,0,"['hybridworking', 'tips', 'office', 'hybrid', 'wfh', 'it', 'tech', 'fridayfeeling']",[],https://twitter.com/TTech_UK/status/1418600288127098884,False,,0,,,,,,,,[],,,,,Positive
2559,1418600196670382085,1418600196670382085,2021-07-23 21:23:37 India Standard Time,2021-07-23,21:23:37,530,1029215180,jmartinez_hou,Joaquin Martinez,,"Need to stretch my legs from #WFH, so hitting up #EastEnd lunch spot!   #donamaria #2ndwardeating  https://t.co/fllh0LDrH0",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E6_hW3MX0AEray8.jpg'],0,0,2,"['wfh', 'eastend', 'donamaria', '2ndwardeating']",[],https://twitter.com/JMartinez_Hou/status/1418600196670382085,False,,1,https://pbs.twimg.com/tweet_video_thumb/E6_hW3MX0AEray8.jpg,,,,,,,[],,,,,Neutral
2560,1418599550797815813,1418599550797815813,2021-07-23 21:21:03 India Standard Time,2021-07-23,21:21:03,530,3014482787,ucmaxine,Maxine Vaughan,,"#Collaboration is the name of the game in 2020 and beyond. See what % of #contactcenter agents @Frost_Sullivan predicts will #wfh, for good. 🔮  https://t.co/CROEhDb8Dw  https://t.co/pSu5NOGsFr",en,"[{'screen_name': 'frost_sullivan', 'name': 'frost & sullivan', 'id': '18246734'}]",['https://bit.ly/3iJnF62'],['https://pbs.twimg.com/media/E6_gxgIVIAIbZJJ.png'],0,0,0,"['collaboration', 'contactcenter', 'wfh']",[],https://twitter.com/UCMaxine/status/1418599550797815813,False,,1,https://pbs.twimg.com/media/E6_gxgIVIAIbZJJ.png,,,,,,,[],,,,,Positive
2561,1418599402961346563,1418599402961346563,2021-07-23 21:20:28 India Standard Time,2021-07-23,21:20:28,530,33204844,jacobyaudio,"""J"" Jacoby (he/they)",,When #WFH is a good thing...  The lack of people around to hear my reaction when someone assigns a deliverable for Monday morning just before 12pm on Friday.  #happyfriday  https://t.co/C1WZpeSoIw,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E6_gosEXsAAFsUZ.jpg'],0,0,2,"['wfh', 'happyfriday']",[],https://twitter.com/jacobyaudio/status/1418599402961346563,False,,1,https://pbs.twimg.com/tweet_video_thumb/E6_gosEXsAAFsUZ.jpg,,,,,,,[],,,,,Positive
2562,1418598639253983239,1418596562717003782,2021-07-23 21:17:26 India Standard Time,2021-07-23,21:17:26,530,36681875,tonymontcalm,"Tony, The",,@CompAesthetics Looks like an early #WFH setup.,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/TonyMontcalm/status/1418598639253983239,False,,0,,,,,,,,"[{'screen_name': 'CompAesthetics', 'name': 'stop all the downloadin', 'id': '1100280153018527744'}]",,,,,Positive
2563,1418598595784216581,1418598595784216581,2021-07-23 21:17:16 India Standard Time,2021-07-23,21:17:16,530,3911829557,d2worldwide,D2 Worldwide,,"For many small businesses, cybersecurity remains top of mind when allowing staff to work from home. With these four simple tips, keep hackers away and sensitive information safe while employees work remotely.                                              #cybersecurity #IT #WFH  https://t.co/q2Dazwtbk9",en,[],[],[],0,0,0,"['cybersecurity', 'it', 'wfh']",[],https://twitter.com/d2worldwide/status/1418598595784216581,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1418598231236386820/pu/img/sD4Ri-q15cXZcuts.jpg,,,,,,,[],,,,,Positive
2564,1418597795980746756,1418597795980746756,2021-07-23 21:14:05 India Standard Time,2021-07-23,21:14:05,530,1341654768087777282,boy_digit,Souvikm_,,Custom made standing desk. Bootstrapping #WFH😁.  https://t.co/4EbOWCt9FU,en,[],[],['https://pbs.twimg.com/media/E6_fK_zVIAMdVS2.jpg'],0,0,0,['wfh'],[],https://twitter.com/boy_digit/status/1418597795980746756,False,,1,https://pbs.twimg.com/media/E6_fK_zVIAMdVS2.jpg,,,,,,,[],,,,,Neutral
2566,1418596680300126210,1418593433929797633,2021-07-23 21:09:39 India Standard Time,2021-07-23,21:09:39,530,188031221,sliceandserve,Lemon Tree 🇳🇿🥝🍋🇪🇺,,"@biker_Ian Haha. Erm, turns out it is also breakfast - forgot that. It's been a busy day #WFH. Still a few more hours, too. Maaaaaaannnn...",en,[],[],[],0,0,1,['wfh'],[],https://twitter.com/sliceandserve/status/1418596680300126210,False,,0,,,,,,,,"[{'screen_name': 'biker_Ian', 'name': 'Ian.', 'id': '303109399'}]",,,,,Positive
2567,1418596359385530377,1418596359385530377,2021-07-23 21:08:22 India Standard Time,2021-07-23,21:08:22,530,1039974986851790848,worklabw,workLAB Waterford,,Office available from 1st September!!   Are you dreaming about a having your very own office. Make that dream a reality here at #workLAB  Give us a call to arrange a showaround.  📞 051 - 376180  #OfficeSpace #RemoteWorking  #WFH #Allinclusiverates #covid19protection #coffee  https://t.co/CHd1wxdh3O,en,[],[],"['https://pbs.twimg.com/media/E6_d3twWUAQE7Df.jpg', 'https://pbs.twimg.com/media/E6_d3tqWUAIT-8g.jpg']",0,4,6,"['worklab', 'officespace', 'remoteworking', 'wfh', 'allinclusiverates', 'covid19protection', 'coffee']",[],https://twitter.com/WorklabW/status/1418596359385530377,False,,1,https://pbs.twimg.com/media/E6_d3twWUAQE7Df.jpg,,,,,,,[],,,,,Positive
2568,1418595756647190531,1418595756647190531,2021-07-23 21:05:59 India Standard Time,2021-07-23,21:05:59,530,1131260587776700418,diginagrik,Digital Nagrik,,"why miss the #LaalSinghChaddha @deepigoyal in the equation?😉  though #Zomato is risky, seems its the sheer volume of the middle class that's sustained thru...remember a hell lot of #WFH of IT guys became investors in the pandemic😉  @AnilSinghvi_ @vikramchandra @BMTheEquityDesk",en,"[{'screen_name': 'deepigoyal', 'name': 'deepinder goyal', 'id': '72481380'}, {'screen_name': 'anilsinghvi_', 'name': 'anil singhvi zee business', 'id': '387526400'}, {'screen_name': 'vikramchandra', 'name': 'vikram chandra', 'id': '17717614'}, {'screen_name': 'bmtheequitydesk', 'name': 'basant maheshwari', 'id': '129094395'}]",[],[],0,0,0,"['laalsinghchaddha', 'zomato', 'wfh']",[],https://twitter.com/diginagrik/status/1418595756647190531,False,https://twitter.com/TVMohandasPai/status/1418593560098578438,0,,,,,,,,[],,,,,Neutral
2569,1418593564712374276,1418593564712374276,2021-07-23 20:57:16 India Standard Time,2021-07-23,20:57:16,530,4002850402,conseaexecutive,Consea Executive Search,,"Our NAFTA team had a great time with @theescapegame - with only under two minutes left, they managed to make it out just in time! 🕰 👀 💪 . #escaperoom #theescapegame #remote #wfh #teambuilding #teambuildinggames #employeeengagement #consea #nafta #recruiting #professional  https://t.co/6dh731OxjC",en,"[{'screen_name': 'theescapegame', 'name': 'the escape game', 'id': '940663147555368960'}]",[],['https://pbs.twimg.com/media/E6_a2SaXoAEBkVC.jpg'],0,3,1,"['escaperoom', 'theescapegame', 'remote', 'wfh', 'teambuilding', 'teambuildinggames', 'employeeengagement', 'consea', 'nafta', 'recruiting', 'professional']",[],https://twitter.com/ConseaExecutive/status/1418593564712374276,False,,1,https://pbs.twimg.com/media/E6_a2SaXoAEBkVC.jpg,,,,,,,[],,,,,Positive
2570,1418593538674135042,1418593538674135042,2021-07-23 20:57:10 India Standard Time,2021-07-23,20:57:10,530,35203319,evankirstel,Evan Kirstel the $B2B Techfluencer,,"The way we meet and work has changed. Are you ready for #hybridwork? @bluescaper visual #collaboration platform empowers distributed teams to be productive, innovative, and efficient from anywhere.  https://t.co/sjFC0MA2GJ #ucaas #team #business #WFH #teleworking #tech #CIO #CEO  https://t.co/TO7YT3z5Vb",en,"[{'screen_name': 'bluescaper', 'name': 'bluescape', 'id': '1347764262'}]",['https://bit.ly/33tSrsr'],['https://pbs.twimg.com/media/E6_bTfyWUAQgxOu.jpg'],0,1,0,"['hybridwork', 'collaboration', 'ucaas', 'team', 'business', 'wfh', 'teleworking', 'tech', 'cio', 'ceo']",[],https://twitter.com/EvanKirstel/status/1418593538674135042,False,,1,https://pbs.twimg.com/media/E6_bTfyWUAQgxOu.jpg,,,,,,,[],,,,,Positive
2571,1418591515736256515,1418591515736256515,2021-07-23 20:49:08 India Standard Time,2021-07-23,20:49:08,530,951930371750338560,bbbgreateasttn,BBB of Greater East Tennessee,,"With these tips, you’ll feel better about your working environment and confident that your productivity will be at an all-time high. #WFH  https://t.co/EjNigeHkmr",en,[],['https://buff.ly/3fBtdgF'],[],0,0,0,['wfh'],[],https://twitter.com/BBBGreatEastTN/status/1418591515736256515,False,,0,,,,,,,,[],,,,,Positive
2572,1418590501503127558,1418590501503127558,2021-07-23 20:45:06 India Standard Time,2021-07-23,20:45:06,530,48734684,cxtec,CXtec,,IT Organizations Aiming to Deploy Home Office Network Hardware?  More IT teams seeking higher performance are looking at the option of implementing network hardware in home offices.    https://t.co/EPFH6X7xZG  #InformationTechnology #WorkFromHome #WFH #NetworkHardware,en,[],['https://www.networkcomputing.com/networking/it-organizations-aiming-deploy-home-office-network-hardware'],[],0,0,0,"['informationtechnology', 'workfromhome', 'wfh', 'networkhardware']",[],https://twitter.com/CXtec/status/1418590501503127558,False,,0,,,,,,,,[],,,,,Positive
2573,1418590501280886785,1418590501280886785,2021-07-23 20:45:06 India Standard Time,2021-07-23,20:45:06,530,52192095,teracai,TERACAI,,A look at working remotely today and some of the challenges that it might pose to information technology teams.    https://t.co/OpyWRORC7u  #WorkFromHome #WFH #cybersecurity,en,[],['https://www.networkcomputing.com/network-security/automatic-reply-working-remote-today'],[],0,0,0,"['workfromhome', 'wfh', 'cybersecurity']",[],https://twitter.com/TERACAI/status/1418590501280886785,False,,0,,,,,,,,[],,,,,Negative
2574,1418589506140196864,1418589506140196864,2021-07-23 20:41:09 India Standard Time,2021-07-23,20:41:09,530,3026107699,ambgurjitsingh,Gurjit Singh,,Congratulations #TokyoOlympics2020. The #TokyoOlympics will be remembered as the #MaskedGames ! I am sure they will go well and wish the athletes success. The #spectators will #WFH.,en,[],[],[],0,0,6,"['tokyoolympics2020', 'tokyoolympics', 'maskedgames', 'spectators', 'wfh']",[],https://twitter.com/AmbGurjitSingh/status/1418589506140196864,False,,0,,,,,,,,[],,,,,Positive
2575,1418589408467509248,1418589408467509248,2021-07-23 20:40:45 India Standard Time,2021-07-23,20:40:45,530,945687122094317568,be1source,Business Essentials,,The new workstation can be anywhere. We like what Hon Workstations have to offer. Talk to your BE rep today about options for new office layouts or work-from-home options! #WFH #NewOffice #officeFurniture #Hon 🪑  https://t.co/nOsCsc1274,en,[],[],['https://pbs.twimg.com/media/E6_XjH4WEAcQXEK.jpg'],0,0,0,"['wfh', 'newoffice', 'officefurniture', 'hon']",[],https://twitter.com/be1source/status/1418589408467509248,False,,1,https://pbs.twimg.com/media/E6_XjH4WEAcQXEK.jpg,,,,,,,[],,,,,Positive
2576,1418589312048902155,1418589312048902155,2021-07-23 20:40:22 India Standard Time,2021-07-23,20:40:22,530,42863678,cherrycoombe,Cherry,,Working from home #wfh #friday  No commute  What’s not to like?  (specs by my grandaughter - tomorrow’s stylist)  https://t.co/S5HG6ELlCH,en,[],[],['https://pbs.twimg.com/media/E6_XdOhWEAIAiyi.jpg'],1,0,3,"['wfh', 'friday']",[],https://twitter.com/cherrycoombe/status/1418589312048902155,False,,1,https://pbs.twimg.com/media/E6_XdOhWEAIAiyi.jpg,,,,,,,[],,,,,Neutral
2577,1418589255358722050,1418589255358722050,2021-07-23 20:40:09 India Standard Time,2021-07-23,20:40:09,530,22781720,annmichaelhenry,Ann Michael Henry,,"Which one, or combo of reasons, contribute to you feeling tired and low on energy when working from home?   https://t.co/sWT9w7kNWs #workfromhome #homeoffice #WFH",en,[],['http://ow.ly/KbT550FzPTC'],[],0,0,1,"['workfromhome', 'homeoffice', 'wfh']",[],https://twitter.com/AnnMichaelHenry/status/1418589255358722050,False,,0,,,,,,,,[],,,,,Negative
2578,1418589233917407235,1418589233917407235,2021-07-23 20:40:04 India Standard Time,2021-07-23,20:40:04,530,240702363,toptalentmn,Doherty Top Talent,,Bring your customer service skills to this role &amp; enjoy working from home! Now hiring Remote Customer Service Representatives. Apply today to join our next training class on August 9th!  https://t.co/cOvnXjJBS1  #JobSpotlight #MNjobs #RemoteWork #WFH #Hiring  https://t.co/lYpHhYHN5C,en,[],['http://ow.ly/oKA450FBAji'],['https://pbs.twimg.com/media/E6_XY93WUAIfNtj.jpg'],0,0,1,"['jobspotlight', 'mnjobs', 'remotework', 'wfh', 'hiring']",[],https://twitter.com/TopTalentMN/status/1418589233917407235,False,,1,https://pbs.twimg.com/media/E6_XY93WUAIfNtj.jpg,,,,,,,[],,,,,Positive
2579,1418589233825161225,1418589233825161225,2021-07-23 20:40:04 India Standard Time,2021-07-23,20:40:04,530,159220275,dohertyjobs,Doherty Jobs,,Bring your customer service skills to this role &amp; enjoy working from home! Now hiring Remote Customer Service Representatives. Apply today to join our next training class on August 9th!  https://t.co/Dq07F35G7t  #JobSpotlight #MNjobs #RemoteWork #WFH #Hiring  https://t.co/azy3kbFP9B,en,[],['http://ow.ly/LM0c50FBAlu'],['https://pbs.twimg.com/media/E6_XY9rXoAIl4FV.jpg'],0,0,1,"['jobspotlight', 'mnjobs', 'remotework', 'wfh', 'hiring']",[],https://twitter.com/DohertyJobs/status/1418589233825161225,False,,1,https://pbs.twimg.com/media/E6_XY9rXoAIl4FV.jpg,,,,,,,[],,,,,Positive
2580,1418588982431166465,1418588982431166465,2021-07-23 20:39:04 India Standard Time,2021-07-23,20:39:04,530,177420477,badgrogu,LM,,Normalize letting your team know you’re taking a day off because you’re sick of working #WFH,en,[],[],[],0,0,1,['wfh'],[],https://twitter.com/BadGrogu/status/1418588982431166465,False,,0,,,,,,,,[],,,,,Negative
2581,1418588709985869825,1418588709985869825,2021-07-23 20:37:59 India Standard Time,2021-07-23,20:37:59,530,58283935,_justbeingbre_,Bri-Anna 👩🏽‍💻 • Web Designer,,Throwing it back for my #WFH vibes today     https://t.co/FYwblGCJay,en,[],['https://open.spotify.com/user/brownskiinbree/playlist/3VFyRjiwRQucTKDAHTmXQn?si=eMFUW_T2QI2UZsxYdkxmKg&dl_branch=1'],[],0,0,0,['wfh'],[],https://twitter.com/_JustBeingBre_/status/1418588709985869825,False,,0,,,,,,,,[],,,,,Neutral
2582,1418587711380672519,1418587711380672519,2021-07-23 20:34:01 India Standard Time,2021-07-23,20:34:01,530,2938471462,remoteok,Remote Jobs #OpenSalaries,,"Want to be a Remote Vice President of Product Management Managed Services (📍, US) at @xometryinc? #remotework #remotejobs #wfh 👇  https://t.co/yOKxEENgFt",en,[],['http://remoteok.io/jobs/105265-remote-vice-president-of-product-management-managed-services-xometry-inc'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/RemoteOK/status/1418587711380672519,False,,0,,,,,,,,[],,,,,Negative
2583,1418587646109044740,1418587646109044740,2021-07-23 20:33:45 India Standard Time,2021-07-23,20:33:45,530,69639761,digitall_it,digitall.it,,"With remote work becoming a norm across so many industries, here are 4 tips for keeping your remote teams engaged and aligned! #WFH #RemoteWork #Employeeengageement @ambassify  https://t.co/dvF26VxHGK",en,"[{'screen_name': 'ambassify', 'name': 'ambassify', 'id': '4150032580'}]",['https://buff.ly/2QOePab'],[],0,0,1,"['wfh', 'remotework', 'employeeengageement']",[],https://twitter.com/digitall_it/status/1418587646109044740,False,,0,,,,,,,,[],,,,,Positive
2584,1418587228377423875,1418587228377423875,2021-07-23 20:32:05 India Standard Time,2021-07-23,20:32:05,530,735862818180861953,drkatcohen,Dr. Kat Cohen,,'What’s the purpose of the #office – and do we still need it?'  https://t.co/qZ5qgpMaKZ via @BBC #WFH #Hybrid,en,"[{'screen_name': 'bbc', 'name': 'bbc', 'id': '19701628'}]",['http://ow.ly/uI8z30rOKSZ'],[],0,0,2,"['office', 'wfh', 'hybrid']",[],https://twitter.com/drkatcohen/status/1418587228377423875,False,,0,,,,,,,,[],,,,,Neutral
2585,1418587104309821440,1418587104309821440,2021-07-23 20:31:36 India Standard Time,2021-07-23,20:31:36,530,257581957,markccrowley,Mark C. Crowley,,"Classic. “We still believe the office is the center of gravity for the company. And we’ve been really clear. Not a center of gravity. The center of gravity — for inspiration, for training, for learning for collaboration.” ~ Patrice Louvet, CEO, Ralph Lauren #WFH #FutureOfWork",en,[],[],[],3,3,9,"['wfh', 'futureofwork']",[],https://twitter.com/MarkCCrowley/status/1418587104309821440,False,,0,,,,,,,,[],,,,,Positive
2587,1418587053193940993,1418587053193940993,2021-07-23 20:31:24 India Standard Time,2021-07-23,20:31:24,530,702794745811230724,ehlanzenitvet,EhlanzeniTVETCollege,,It’s finally time to explore the benefits of e-learning and discover how we can successfully learn online.   #LearningPortal #Convenience #WorkFromHome #WFH #LearningManagementSystem #e-Learning #EhlanzeniStudent #StudentSupport #OnlineLearning #Mpumalanga #SouthAfrica  https://t.co/zU20xAknZ0,en,[],[],['https://pbs.twimg.com/media/E6_VaB4WQAAcJ1B.jpg'],0,0,3,"['learningportal', 'convenience', 'workfromhome', 'wfh', 'learningmanagementsystem', 'e', 'ehlanzenistudent', 'studentsupport', 'onlinelearning', 'mpumalanga', 'southafrica']",[],https://twitter.com/EhlanzeniTvet/status/1418587053193940993,False,,1,https://pbs.twimg.com/media/E6_VaB4WQAAcJ1B.jpg,,,,,,,[],,,,,Positive
2588,1418586977587417089,1418586977587417089,2021-07-23 20:31:06 India Standard Time,2021-07-23,20:31:06,530,331221071,autoinsurance,AutoInsurance.org,,"If you are working from home, you know there are many benefits to this. However, it can feel like you never leave work behind too. Check out this guide to find out how you can avoid cabin fever while working from home! ➡️  https://t.co/PxZFihg3PA @HOLRmagazine #Home #Work #WFH 💻  https://t.co/Kx7fJkW2pH",en,"[{'screen_name': 'holrmagazine', 'name': 'holr magazine', 'id': '2315971022'}]",['http://ow.ly/6mh750FAB4c'],['https://pbs.twimg.com/tweet_video_thumb/E6_VVmyX0AksPOQ.jpg'],0,1,1,"['home', 'work', 'wfh']",[],https://twitter.com/AutoInsurance/status/1418586977587417089,False,,1,https://pbs.twimg.com/tweet_video_thumb/E6_VVmyX0AksPOQ.jpg,,,,,,,[],,,,,Positive
